state,district,year_month,age_0_5,age_5_17,age_18_greater,total_enrolment
Assam,Lakhimpur,2025-11,562,186,53,801
Assam,Lakhimpur,2025-12,646,133,48,827
Assam,Majuli,2025-07,154,45,11,210
Assam,Majuli,2025-09,101,64,0,165
Assam,Majuli,2025-10,32,20,0,52
Assam,Majuli,2025-11,19,14,0,33
Assam,Majuli,2025-12,41,14,0,55
Assam,Marigaon,2025-03,117,184,245,546
Assam,Marigaon,2025-04,540,457,96,1093
Assam,Marigaon,2025-05,130,219,29,378
Assam,Marigaon,2025-06,412,250,118,780
Assam,Marigaon,2025-07,1737,646,123,2506
Assam,Marigaon,2025-09,1645,502,58,2205
Assam,Marigaon,2025-10,666,231,52,949
Assam,Marigaon,2025-11,673,279,82,1034
Assam,Marigaon,2025-12,815,160,21,996
Assam,Nagaon,2025-03,19,15,22,56
Assam,Nagaon,2025-04,504,236,36,776
Assam,Nagaon,2025-06,24,67,65,156
Assam,Nagaon,2025-07,1553,735,132,2420
Assam,Nagaon,2025-09,3157,1088,1,4246
Assam,Nagaon,2025-10,1261,513,57,1831
Assam,Nagaon,2025-11,1319,509,65,1893
Assam,Nagaon,2025-12,1165,315,15,1495
Assam,Nalbari,2025-04,55,49,77,181
Assam,Nalbari,2025-05,134,75,37,246
Assam,Nalbari,2025-09,962,394,10,1366
Assam,Nalbari,2025-10,605,194,34,833
Assam,Nalbari,2025-11,604,157,28,789
Assam,Nalbari,2025-12,349,108,9,466
Assam,North Cachar Hills,2025-04,130,179,99,408
Assam,North Cachar Hills,2025-05,25,39,13,77
Assam,North Cachar Hills,2025-09,110,68,2,180
Assam,North Cachar Hills,2025-10,99,54,1,154
Assam,North Cachar Hills,2025-11,85,58,21,164
Assam,North Cachar Hills,2025-12,52,22,1,75
Assam,Sibsagar,2025-04,220,83,276,579
Assam,Sibsagar,2025-05,95,43,87,225
Assam,Sibsagar,2025-09,404,129,1,534
Assam,Sibsagar,2025-10,314,95,190,599
Assam,Sibsagar,2025-11,419,126,108,653
Assam,Sibsagar,2025-12,109,38,0,147
Assam,Sivasagar,2025-06,37,33,10,80
Assam,Sivasagar,2025-07,167,80,95,342
Assam,Sonitpur,2025-03,10,28,43,81
Assam,Sonitpur,2025-04,138,169,65,372
Assam,Sonitpur,2025-05,55,160,38,253
Assam,Sonitpur,2025-06,97,110,77,284
Assam,Sonitpur,2025-07,641,279,110,1030
Assam,Sonitpur,2025-09,1544,712,2,2258
Assam,Sonitpur,2025-10,1080,467,5,1552
Assam,Sonitpur,2025-11,1192,505,161,1858
Assam,Sonitpur,2025-12,744,293,472,1509
Assam,South Salmara Mankachar,2025-04,176,102,30,308
Assam,South Salmara Mankachar,2025-09,364,114,2,480
Assam,South Salmara Mankachar,2025-10,207,48,0,255
Assam,South Salmara Mankachar,2025-11,216,76,14,306
Assam,South Salmara Mankachar,2025-12,99,24,0,123
Assam,Sribhumi,2025-09,32,14,0,46
Assam,Sribhumi,2025-10,20,5,1,26
Assam,Sribhumi,2025-11,43,14,10,67
Assam,Sribhumi,2025-12,20,10,0,30
Assam,Tamulpur District,2025-09,4,11,0,15
Assam,Tamulpur District,2025-10,8,5,0,13
Assam,Tamulpur District,2025-11,4,13,0,17
Assam,Tamulpur District,2025-12,6,4,0,10
Assam,Tinsukia,2025-03,84,170,101,355
Assam,Tinsukia,2025-04,339,391,261,991
Assam,Tinsukia,2025-05,213,216,171,600
Assam,Tinsukia,2025-07,1074,827,606,2507
Assam,Tinsukia,2025-09,690,445,9,1144
Assam,Tinsukia,2025-10,385,238,9,632
Assam,Tinsukia,2025-11,603,382,57,1042
Assam,Tinsukia,2025-12,496,198,419,1113
Assam,Udalguri,2025-03,10,46,34,90
Assam,Udalguri,2025-04,447,364,319,1130
Assam,Udalguri,2025-05,221,162,164,547
Assam,Udalguri,2025-09,616,260,4,880
Assam,Udalguri,2025-10,479,181,29,689
Assam,Udalguri,2025-11,546,185,25,756
Assam,Udalguri,2025-12,339,124,10,473
Assam,West Karbi Anglong,2025-04,94,344,45,483
Assam,West Karbi Anglong,2025-05,39,216,11,266
Assam,West Karbi Anglong,2025-06,52,133,110,295
Assam,West Karbi Anglong,2025-07,116,148,118,382
Assam,West Karbi Anglong,2025-09,36,57,86,179
Assam,West Karbi Anglong,2025-10,12,40,46,98
Assam,West Karbi Anglong,2025-11,30,44,57,131
Assam,West Karbi Anglong,2025-12,11,5,34,50
Bihar,Araria,2025-06,850,787,39,1676
Bihar,Araria,2025-07,166,108,14,288
Bihar,Araria,2025-09,2770,1398,17,4185
Bihar,Araria,2025-10,2809,1382,24,4215
Bihar,Araria,2025-11,1602,986,14,2602
Bihar,Araria,2025-12,1742,854,17,2613
Bihar,Arwal,2025-05,43,156,10,209
Bihar,Arwal,2025-07,60,432,13,505
Bihar,Arwal,2025-09,215,866,0,1081
Bihar,Arwal,2025-10,183,571,9,763
Bihar,Arwal,2025-11,177,573,0,750
Bihar,Arwal,2025-12,134,422,2,558
Bihar,Aurangabad,2025-09,885,2232,8,3125
Bihar,Aurangabad,2025-10,645,1603,21,2269
Bihar,Aurangabad,2025-11,816,2028,8,2852
Bihar,Aurangabad,2025-12,655,1233,36,1924
Bihar,Aurangabad(BH),2025-09,0,1,0,1
Bihar,Aurangabad(BH),2025-11,2,0,0,2
Bihar,Aurangabad(BH),2025-12,3,2,0,5
Bihar,Aurangabad(bh),2025-09,22,16,0,38
Bihar,Aurangabad(bh),2025-10,7,13,0,20
Bihar,Aurangabad(bh),2025-11,10,20,0,30
Bihar,Aurangabad(bh),2025-12,5,12,0,17
Bihar,Banka,2025-06,397,542,36,975
Bihar,Banka,2025-07,148,269,11,428
Bihar,Banka,2025-09,1531,1263,2,2796
Bihar,Banka,2025-10,1330,870,20,2220
Bihar,Banka,2025-11,1552,994,7,2553
Bihar,Banka,2025-12,1240,859,3,2102
Bihar,Begusarai,2025-07,377,372,13,762
Bihar,Begusarai,2025-09,2338,1516,9,3863
Bihar,Begusarai,2025-10,1526,969,23,2518
Bihar,Begusarai,2025-11,1886,1100,9,2995
Bihar,Begusarai,2025-12,1979,1088,4,3071
Bihar,Bhabua,2025-09,4,6,0,10
Bihar,Bhabua,2025-10,4,3,0,7
Bihar,Bhabua,2025-11,3,5,0,8
Bihar,Bhabua,2025-12,3,3,0,6
Bihar,Bhagalpur,2025-03,13,40,18,71
Bihar,Bhagalpur,2025-04,678,534,26,1238
Bihar,Bhagalpur,2025-05,1500,1363,85,2948
Bihar,Bhagalpur,2025-06,1407,2293,150,3850
Bihar,Bhagalpur,2025-07,184,358,15,557
Bihar,Bhagalpur,2025-09,1902,2031,9,3942
Bihar,Bhagalpur,2025-10,1281,1106,61,2448
Bihar,Bhagalpur,2025-11,2131,1533,8,3672
Bihar,Bhagalpur,2025-12,1360,971,5,2336
Bihar,Bhojpur,2025-07,184,626,13,823
Bihar,Bhojpur,2025-09,835,2653,15,3503
Bihar,Bhojpur,2025-10,657,2244,22,2923
Bihar,Bhojpur,2025-11,797,2561,38,3396
Bihar,Bhojpur,2025-12,663,2031,18,2712
Bihar,Buxar,2025-09,856,1621,7,2484
Bihar,Buxar,2025-10,561,1141,29,1731
Bihar,Buxar,2025-11,595,1077,20,1692
Bihar,Buxar,2025-12,516,809,8,1333
Bihar,Darbhanga,2025-06,255,183,10,448
Bihar,Darbhanga,2025-09,3286,1960,10,5256
Bihar,Darbhanga,2025-10,2224,1266,32,3522
Bihar,Darbhanga,2025-11,2436,1433,14,3883
Bihar,Darbhanga,2025-12,1816,835,5,2656
Bihar,East Champaran,2025-04,1528,2371,153,4052
Bihar,East Champaran,2025-05,1445,2871,192,4508
Bihar,East Champaran,2025-09,2554,4580,128,7262
Bihar,East Champaran,2025-10,1268,2409,127,3804
Bihar,East Champaran,2025-11,1788,3445,147,5380
Bihar,East Champaran,2025-12,1564,2695,58,4317
Bihar,Gaya,2025-04,437,1371,54,1862
Bihar,Gaya,2025-05,452,1796,69,2317
Bihar,Gaya,2025-06,515,1341,37,1893
Bihar,Gaya,2025-07,546,2601,65,3212
Bihar,Gaya,2025-09,1467,4143,42,5652
Bihar,Gaya,2025-10,996,3134,104,4234
Bihar,Gaya,2025-11,1039,2688,25,3752
Bihar,Gaya,2025-12,1270,3170,39,4479
Bihar,Gopalganj,2025-05,385,495,27,907
Bihar,Gopalganj,2025-06,577,1145,51,1773
Bihar,Gopalganj,2025-07,882,1961,48,2891
Bihar,Gopalganj,2025-09,1132,1917,7,3056
Bihar,Gopalganj,2025-10,764,1426,31,2221
Bihar,Gopalganj,2025-11,794,1420,24,2238
Bihar,Gopalganj,2025-12,769,1285,8,2062
Bihar,Jamui,2025-04,1015,647,30,1692
Bihar,Jamui,2025-05,245,292,13,550
Bihar,Jamui,2025-06,323,426,23,772
Bihar,Jamui,2025-09,1014,1266,21,2301
Bihar,Jamui,2025-10,905,946,50,1901
Bihar,Jamui,2025-11,987,904,14,1905
Bihar,Jamui,2025-12,704,548,9,1261
Bihar,Jehanabad,2025-04,78,292,48,418
Bihar,Jehanabad,2025-07,27,219,10,256
Bihar,Jehanabad,2025-09,235,1054,9,1298
Bihar,Jehanabad,2025-10,195,829,49,1073
Bihar,Jehanabad,2025-11,181,835,19,1035
Bihar,Jehanabad,2025-12,199,598,6,803
Bihar,Kaimur (Bhabua),2025-04,146,199,12,357
Bihar,Kaimur (Bhabua),2025-05,273,642,22,937
Bihar,Kaimur (Bhabua),2025-06,165,536,10,711
Bihar,Kaimur (Bhabua),2025-07,264,420,10,694
Bihar,Kaimur (Bhabua),2025-09,778,1343,4,2125
Bihar,Kaimur (Bhabua),2025-10,465,606,14,1085
Bihar,Kaimur (Bhabua),2025-11,517,496,8,1021
Bihar,Kaimur (Bhabua),2025-12,425,465,5,895
Bihar,Katihar,2025-05,270,215,10,495
Bihar,Katihar,2025-06,488,463,34,985
Bihar,Katihar,2025-09,3631,1724,6,5361
Bihar,Katihar,2025-10,2521,916,23,3460
Bihar,Katihar,2025-11,2413,892,32,3337
Bihar,Katihar,2025-12,2009,693,10,2712
Bihar,Khagaria,2025-09,1480,1497,30,3007
Bihar,Khagaria,2025-10,817,729,12,1558
Bihar,Khagaria,2025-11,842,773,17,1632
Bihar,Khagaria,2025-12,1209,780,10,1999
Bihar,Kishanganj,2025-09,2368,664,3,3035
Bihar,Kishanganj,2025-10,2017,536,6,2559
Bihar,Kishanganj,2025-11,1436,348,11,1795
Bihar,Kishanganj,2025-12,1136,234,5,1375
Bihar,Lakhisarai,2025-06,298,478,10,786
Bihar,Lakhisarai,2025-07,607,972,29,1608
Bihar,Lakhisarai,2025-09,523,622,6,1151
Bihar,Lakhisarai,2025-10,247,285,17,549
Bihar,Lakhisarai,2025-11,588,672,4,1264
Bihar,Lakhisarai,2025-12,401,394,2,797
Bihar,Madhepura,2025-09,1368,1485,15,2868
Bihar,Madhepura,2025-10,981,1028,10,2019
Bihar,Madhepura,2025-11,1002,830,7,1839
Bihar,Madhepura,2025-12,1220,1074,7,2301
Bihar,Madhubani,2025-03,46,235,49,330
Bihar,Madhubani,2025-04,388,485,60,933
Bihar,Madhubani,2025-05,874,995,102,1971
Bihar,Madhubani,2025-06,876,1379,170,2425
Bihar,Madhubani,2025-07,858,1181,102,2141
Bihar,Madhubani,2025-09,2590,2425,86,5101
Bihar,Madhubani,2025-10,2477,2035,125,4637
Bihar,Madhubani,2025-11,2373,2207,77,4657
Bihar,Madhubani,2025-12,2116,1592,27,3735
Bihar,Monghyr,2025-09,8,8,0,16
Bihar,Monghyr,2025-10,4,4,0,8
Bihar,Monghyr,2025-11,13,6,0,19
Bihar,Monghyr,2025-12,4,2,0,6
Bihar,Munger,2025-04,191,278,22,491
Bihar,Munger,2025-06,117,279,10,406
Bihar,Munger,2025-07,241,445,13,699
Bihar,Munger,2025-09,640,964,11,1615
Bihar,Munger,2025-10,377,470,21,868
Bihar,Munger,2025-11,495,589,27,1111
Bihar,Munger,2025-12,384,509,4,897
Bihar,Muzaffarpur,2025-03,24,40,10,74
Bihar,Muzaffarpur,2025-04,1159,865,65,2089
Bihar,Muzaffarpur,2025-05,2161,2046,159,4366
Bihar,Muzaffarpur,2025-06,1562,2080,140,3782
Bihar,Muzaffarpur,2025-07,892,1217,40,2149
Bihar,Muzaffarpur,2025-09,2712,2717,15,5444
Bihar,Muzaffarpur,2025-10,1648,1596,111,3355
Bihar,Muzaffarpur,2025-11,2197,2123,17,4337
Bihar,Muzaffarpur,2025-12,1732,1419,108,3259
Bihar,Nalanda,2025-06,307,1153,37,1497
Bihar,Nalanda,2025-07,434,1587,37,2058
Bihar,Nalanda,2025-09,912,2759,16,3687
Bihar,Nalanda,2025-10,619,1894,26,2539
Bihar,Nalanda,2025-11,695,1850,11,2556
Bihar,Nalanda,2025-12,709,1520,9,2238
Bihar,Nawada,2025-07,616,2933,123,3672
Bihar,Nawada,2025-09,724,3664,68,4456
Bihar,Nawada,2025-10,489,2508,64,3061
Bihar,Nawada,2025-11,450,1815,27,2292
Bihar,Nawada,2025-12,463,1460,9,1932
Bihar,Pashchim Champaran,2025-03,25,88,13,126
Bihar,Pashchim Champaran,2025-06,1969,4299,239,6507
Bihar,Pashchim Champaran,2025-07,3018,6314,310,9642
Bihar,Pashchim Champaran,2025-09,21,12,0,33
Bihar,Pashchim Champaran,2025-10,4,6,0,10
Bihar,Pashchim Champaran,2025-11,12,6,0,18
Bihar,Pashchim Champaran,2025-12,11,12,0,23
Bihar,Patna,2025-03,12,52,16,80
Bihar,Patna,2025-04,723,2303,373,3399
Bihar,Patna,2025-05,105,347,22,474
Bihar,Patna,2025-06,320,1009,38,1367
Bihar,Patna,2025-07,508,1551,51,2110
Bihar,Patna,2025-09,1692,4715,18,6425
Bihar,Patna,2025-10,921,2146,159,3226
Bihar,Patna,2025-11,1161,2757,28,3946
Bihar,Patna,2025-12,1303,2271,43,3617
Bihar,Purba Champaran,2025-09,16,30,0,46
Bihar,Purba Champaran,2025-10,14,14,0,28
Bihar,Purba Champaran,2025-11,16,16,0,32
Bihar,Purba Champaran,2025-12,15,6,0,21
Bihar,Purbi Champaran,2025-03,60,241,35,336
Bihar,Purbi Champaran,2025-06,1549,4314,335,6198
Bihar,Purbi Champaran,2025-07,2391,5516,430,8337
Bihar,Purnea,2025-09,60,39,0,99
Bihar,Purnea,2025-10,33,13,0,46
Bihar,Purnea,2025-11,49,25,0,74
Bihar,Purnea,2025-12,27,11,0,38
Bihar,Purnia,2025-04,517,276,21,814
Bihar,Purnia,2025-06,620,741,57,1418
Bihar,Purnia,2025-07,872,1017,35,1924
Bihar,Purnia,2025-09,3333,2028,14,5375
Bihar,Purnia,2025-10,3070,1471,24,4565
Bihar,Purnia,2025-11,1654,1061,20,2735
Bihar,Purnia,2025-12,2129,1127,13,3269
Bihar,Rohtas,2025-09,847,1800,11,2658
Bihar,Rohtas,2025-10,474,962,44,1480
Bihar,Rohtas,2025-11,740,1273,13,2026
Bihar,Rohtas,2025-12,680,1085,10,1775
Bihar,Saharsa,2025-05,334,295,13,642
Bihar,Saharsa,2025-06,319,487,20,826
Bihar,Saharsa,2025-07,569,627,42,1238
Bihar,Saharsa,2025-09,1673,1812,39,3524
Bihar,Saharsa,2025-10,1087,1193,34,2314
Bihar,Saharsa,2025-11,1219,1180,39,2438
Bihar,Saharsa,2025-12,1080,983,18,2081
Bihar,Samastipur,2025-07,513,488,13,1014
Bihar,Samastipur,2025-09,3151,2323,31,5505
Bihar,Samastipur,2025-10,2262,1433,42,3737
Bihar,Samastipur,2025-11,2805,1917,31,4753
Bihar,Samastipur,2025-12,2558,1626,14,4198
Bihar,Samstipur,2025-09,12,12,0,24
Bihar,Samstipur,2025-10,11,5,0,16
Bihar,Samstipur,2025-11,16,18,0,34
Bihar,Samstipur,2025-12,2,6,0,8
Bihar,Saran,2025-04,143,174,10,327
Bihar,Saran,2025-06,222,864,25,1111
Bihar,Saran,2025-07,607,1872,52,2531
Bihar,Saran,2025-09,1970,4355,44,6369
Bihar,Saran,2025-10,1566,3234,32,4832
Bihar,Saran,2025-11,1598,3207,27,4832
Bihar,Saran,2025-12,1486,2701,29,4216
Bihar,Sheikhpura,2025-09,462,761,4,1227
Bihar,Sheikhpura,2025-10,258,505,5,768
Bihar,Sheikhpura,2025-11,291,391,9,691
Bihar,Sheikhpura,2025-12,233,277,3,513
Bihar,Sheikpura,2025-09,4,7,0,11
Bihar,Sheikpura,2025-10,2,1,0,3
Bihar,Sheikpura,2025-11,2,8,0,10
Bihar,Sheikpura,2025-12,3,2,0,5
Bihar,Sheohar,2025-09,498,334,4,836
Bihar,Sheohar,2025-10,470,230,1,701
Bihar,Sheohar,2025-11,498,284,2,784
Bihar,Sheohar,2025-12,601,336,4,941
Bihar,Sitamarhi,2025-03,336,696,303,1335
Bihar,Sitamarhi,2025-04,2452,1625,487,4564
Bihar,Sitamarhi,2025-05,2961,2387,348,5696
Bihar,Sitamarhi,2025-06,2839,3126,511,6476
Bihar,Sitamarhi,2025-07,3852,4519,746,9117
Bihar,Sitamarhi,2025-09,2426,2048,127,4601
Bihar,Sitamarhi,2025-10,1814,1317,62,3193
Bihar,Sitamarhi,2025-11,2063,1701,86,3850
Bihar,Sitamarhi,2025-12,1936,1437,27,3400
Bihar,Siwan,2025-05,269,384,12,665
Bihar,Siwan,2025-06,185,298,21,504
Bihar,Siwan,2025-07,192,414,12,618
Bihar,Siwan,2025-09,1652,2631,14,4297
Bihar,Siwan,2025-10,1327,1856,42,3225
Bihar,Siwan,2025-11,1492,2104,30,3626
Bihar,Siwan,2025-12,1032,1338,6,2376
Bihar,Supaul,2025-09,1425,1155,54,2634
Bihar,Supaul,2025-10,1698,1275,46,3019
Bihar,Supaul,2025-11,1387,1216,34,2637
Bihar,Supaul,2025-12,1181,917,23,2121
Bihar,Vaishali,2025-04,270,217,10,497
Bihar,Vaishali,2025-09,2562,3417,5,5984
Bihar,Vaishali,2025-10,1964,2249,20,4233
Bihar,Vaishali,2025-11,1807,2246,6,4059
Bihar,Vaishali,2025-12,1654,1569,11,3234
Bihar,West Champaran,2025-04,2826,3724,159,6709
Bihar,West Champaran,2025-05,1934,2875,157,4966
Bihar,West Champaran,2025-09,2356,3709,133,6198
Bihar,West Champaran,2025-10,1305,2492,149,3946
Bihar,West Champaran,2025-11,1500,2831,143,4474
Bihar,West Champaran,2025-12,1664,2439,42,4145
Chandigarh,Chandigarh,2025-04,86,21,10,117
Chandigarh,Chandigarh,2025-09,775,79,1,855
Chandigarh,Chandigarh,2025-10,429,44,0,473
Chandigarh,Chandigarh,2025-11,672,36,17,725
Chandigarh,Chandigarh,2025-12,511,31,8,550
Chandigarh,Rupnagar,2025-09,1,0,0,1
Chandigarh,Rupnagar,2025-11,2,0,0,2
Chhattisgarh,Balod,2025-09,507,25,1,533
Chhattisgarh,Balod,2025-10,324,15,0,339
Chhattisgarh,Balod,2025-11,432,21,3,456
Chhattisgarh,Balod,2025-12,340,10,0,350
Chhattisgarh,Baloda Bazar,2025-05,492,35,17,544
Chhattisgarh,Baloda Bazar,2025-09,1207,194,8,1409
Chhattisgarh,Baloda Bazar,2025-10,791,81,2,874
Chhattisgarh,Baloda Bazar,2025-11,1115,189,6,1310
Chhattisgarh,Baloda Bazar,2025-12,744,63,0,807
Chhattisgarh,Balrampur,2025-07,1344,579,65,1988
Chhattisgarh,Balrampur,2025-09,1275,403,1,1679
Chhattisgarh,Balrampur,2025-10,614,152,0,766
Chhattisgarh,Balrampur,2025-11,787,269,2,1058
Chhattisgarh,Balrampur,2025-12,573,125,1,699
Chhattisgarh,Bastar,2025-09,1151,366,5,1522
Chhattisgarh,Bastar,2025-10,595,309,1,905
Chhattisgarh,Bastar,2025-11,1056,753,0,1809
Chhattisgarh,Bastar,2025-12,1992,380,0,2372
Chhattisgarh,Bemetara,2025-09,654,88,2,744
Chhattisgarh,Bemetara,2025-10,460,63,3,526
Chhattisgarh,Bemetara,2025-11,792,112,5,909
Chhattisgarh,Bemetara,2025-12,552,39,1,592
Chhattisgarh,Bijapur,2025-03,66,31,63,160
Chhattisgarh,Bijapur,2025-04,397,135,126,658
Chhattisgarh,Bijapur,2025-05,275,180,155,610
Chhattisgarh,Bijapur,2025-06,205,254,173,632
Chhattisgarh,Bijapur,2025-07,802,346,243,1391
Chhattisgarh,Bijapur,2025-09,377,237,196,810
Chhattisgarh,Bijapur,2025-10,242,176,74,492
Chhattisgarh,Bijapur,2025-11,476,208,184,868
Chhattisgarh,Bijapur,2025-12,761,194,148,1103
Chhattisgarh,Bilaspur,2025-07,1156,309,11,1476
Chhattisgarh,Bilaspur,2025-09,2203,375,0,2578
Chhattisgarh,Bilaspur,2025-10,1429,269,2,1700
Chhattisgarh,Bilaspur,2025-11,1625,316,5,1946
Chhattisgarh,Bilaspur,2025-12,1077,163,1,1241
Chhattisgarh,Dakshin Bastar Dantewada,2025-09,101,34,2,137
Chhattisgarh,Dakshin Bastar Dantewada,2025-10,69,32,17,118
Chhattisgarh,Dakshin Bastar Dantewada,2025-11,554,69,5,628
Chhattisgarh,Dakshin Bastar Dantewada,2025-12,304,37,0,341
Chhattisgarh,Dantewada,2025-09,51,27,0,78
Chhattisgarh,Dantewada,2025-10,38,10,0,48
Chhattisgarh,Dantewada,2025-11,359,66,0,425
Chhattisgarh,Dantewada,2025-12,136,23,0,159
Chhattisgarh,Dhamtari,2025-09,614,26,2,642
Chhattisgarh,Dhamtari,2025-10,350,17,0,367
Chhattisgarh,Dhamtari,2025-11,554,33,0,587
Chhattisgarh,Dhamtari,2025-12,358,13,1,372
Chhattisgarh,Durg,2025-04,336,38,10,384
Chhattisgarh,Durg,2025-07,385,94,16,495
Chhattisgarh,Durg,2025-09,946,162,12,1120
Chhattisgarh,Durg,2025-10,355,50,1,406
Chhattisgarh,Durg,2025-11,843,115,7,965
Chhattisgarh,Durg,2025-12,663,61,1,725
Chhattisgarh,Gariyaband,2025-09,446,75,2,523
Chhattisgarh,Gariyaband,2025-10,244,38,2,284
Chhattisgarh,Gariyaband,2025-11,371,77,2,450
Chhattisgarh,Gariyaband,2025-12,246,39,0,285
Chhattisgarh,Gaurela-pendra-marwahi,2025-09,41,8,0,49
Chhattisgarh,Gaurela-pendra-marwahi,2025-10,28,8,2,38
Chhattisgarh,Gaurela-pendra-marwahi,2025-11,28,3,2,33
Chhattisgarh,Gaurela-pendra-marwahi,2025-12,18,1,1,20
Chhattisgarh,Gaurella Pendra Marwahi,2025-06,403,185,43,631
Chhattisgarh,Gaurella Pendra Marwahi,2025-07,220,105,27,352
Chhattisgarh,Janjgir - Champa,2025-09,14,0,0,14
Chhattisgarh,Janjgir - Champa,2025-10,2,0,0,2
Chhattisgarh,Janjgir - Champa,2025-11,8,0,0,8
Chhattisgarh,Janjgir - Champa,2025-12,8,1,0,9
Chhattisgarh,Janjgir Champa,2025-09,10,0,0,10
Chhattisgarh,Janjgir Champa,2025-10,3,2,0,5
Chhattisgarh,Janjgir Champa,2025-11,4,2,0,6
Chhattisgarh,Janjgir Champa,2025-12,4,0,0,4
Chhattisgarh,Janjgir-champa,2025-09,1361,241,1,1603
Chhattisgarh,Janjgir-champa,2025-10,828,115,0,943
Chhattisgarh,Janjgir-champa,2025-11,1097,140,0,1237
Chhattisgarh,Janjgir-champa,2025-12,780,76,0,856
Chhattisgarh,Jashpur,2025-09,551,126,0,677
Chhattisgarh,Jashpur,2025-10,295,134,0,429
Chhattisgarh,Jashpur,2025-11,456,374,2,832
Chhattisgarh,Jashpur,2025-12,364,241,0,605
Chhattisgarh,Kabeerdham,2025-09,276,25,0,301
Chhattisgarh,Kabeerdham,2025-10,183,15,0,198
Chhattisgarh,Kabeerdham,2025-11,211,36,3,250
Chhattisgarh,Kabeerdham,2025-12,190,16,0,206
Chhattisgarh,Kanker,2025-09,464,102,0,566
Chhattisgarh,Kanker,2025-10,255,43,1,299
Chhattisgarh,Kanker,2025-11,370,69,1,440
Chhattisgarh,Kanker,2025-12,337,63,0,400
Chhattisgarh,Kawardha,2025-09,585,74,0,659
Chhattisgarh,Kawardha,2025-10,395,52,0,447
Chhattisgarh,Kawardha,2025-11,552,75,1,628
Chhattisgarh,Kawardha,2025-12,352,56,0,408
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-09,45,15,0,60
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-10,33,9,0,42
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-11,72,23,0,95
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2025-12,33,16,0,49
Chhattisgarh,Kondagaon,2025-09,612,267,1,880
Chhattisgarh,Kondagaon,2025-10,403,210,1,614
Chhattisgarh,Kondagaon,2025-11,468,304,7,779
Chhattisgarh,Kondagaon,2025-12,492,273,0,765
Chhattisgarh,Korba,2025-09,1088,159,3,1250
Chhattisgarh,Korba,2025-10,726,155,5,886
Chhattisgarh,Korba,2025-11,692,111,4,807
Chhattisgarh,Korba,2025-12,534,64,1,599
Chhattisgarh,Koriya,2025-09,431,148,0,579
Chhattisgarh,Koriya,2025-10,287,138,0,425
Chhattisgarh,Koriya,2025-11,264,148,1,413
Chhattisgarh,Koriya,2025-12,276,70,0,346
Chhattisgarh,Mahasamund,2025-09,998,194,2,1194
Chhattisgarh,Mahasamund,2025-10,577,138,5,720
Chhattisgarh,Mahasamund,2025-11,779,154,14,947
Chhattisgarh,Mahasamund,2025-12,419,77,4,500
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-09,58,35,0,93
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-10,51,15,0,66
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-11,41,43,0,84
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025-12,38,13,0,51
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2025-09,1,0,0,1
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2025-11,8,3,0,11
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2025-12,1,1,0,2
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-09,49,35,2,86
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-10,36,17,0,53
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-11,59,22,0,81
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025-12,18,19,2,39
Chhattisgarh,Mungeli,2025-09,801,112,1,914
Chhattisgarh,Mungeli,2025-10,590,95,0,685
Chhattisgarh,Mungeli,2025-11,738,107,1,846
Chhattisgarh,Mungeli,2025-12,471,41,0,512
Chhattisgarh,Narayanpur,2025-09,140,102,0,242
Chhattisgarh,Narayanpur,2025-10,79,54,0,133
Chhattisgarh,Narayanpur,2025-11,119,100,0,219
Chhattisgarh,Narayanpur,2025-12,110,50,8,168
Chhattisgarh,Raigarh,2025-07,1318,181,23,1522
Chhattisgarh,Raigarh,2025-09,1282,166,3,1451
Chhattisgarh,Raigarh,2025-10,547,82,4,633
Chhattisgarh,Raigarh,2025-11,710,104,7,821
Chhattisgarh,Raigarh,2025-12,437,92,0,529
Chhattisgarh,Raipur,2025-03,49,15,36,100
Chhattisgarh,Raipur,2025-04,299,12,11,322
Chhattisgarh,Raipur,2025-09,1877,209,0,2086
Chhattisgarh,Raipur,2025-10,1071,168,0,1239
Chhattisgarh,Raipur,2025-11,1949,306,6,2261
Chhattisgarh,Raipur,2025-12,960,69,4,1033
Chhattisgarh,Rajnandgaon,2025-09,1061,132,1,1194
Chhattisgarh,Rajnandgaon,2025-10,699,39,0,738
Chhattisgarh,Rajnandgaon,2025-11,1281,141,22,1444
Chhattisgarh,Rajnandgaon,2025-12,750,59,0,809
Chhattisgarh,Sakti,2025-09,135,40,2,177
