state,district,year_month,age_0_5,age_5_17,age_18_greater
Andhra Pradesh,Sri Sathya Sai,2025-06,27,0,0
Andhra Pradesh,Sri Sathya Sai,2025-07,9,0,0
Andhra Pradesh,Sri Sathya Sai,2025-08,19,0,0
Andhra Pradesh,Sri Sathya Sai,2025-09,22,0,0
Andhra Pradesh,Sri Sathya Sai,2025-10,24,0,0
Andhra Pradesh,Sri Sathya Sai,2025-11,22,2,0
Andhra Pradesh,Sri Sathya Sai,2025-12,17,3,2
Andhra Pradesh,Srikakulam,2025-01,106,6,0
Andhra Pradesh,Srikakulam,2025-02,178,3,0
Andhra Pradesh,Srikakulam,2025-03,105,4,0
Andhra Pradesh,Srikakulam,2025-04,51,0,1
Andhra Pradesh,Srikakulam,2025-05,193,4,0
Andhra Pradesh,Srikakulam,2025-06,129,3,0
Andhra Pradesh,Srikakulam,2025-07,61,2,0
Andhra Pradesh,Srikakulam,2025-08,119,3,0
Andhra Pradesh,Srikakulam,2025-09,130,4,2
Andhra Pradesh,Srikakulam,2025-10,115,4,0
Andhra Pradesh,Srikakulam,2025-11,117,6,1
Andhra Pradesh,Srikakulam,2025-12,79,4,0
Andhra Pradesh,Tirupati,2025-01,18,15,0
Andhra Pradesh,Tirupati,2025-02,34,11,2
Andhra Pradesh,Tirupati,2025-03,20,6,4
Andhra Pradesh,Tirupati,2025-04,9,1,0
Andhra Pradesh,Tirupati,2025-05,28,15,3
Andhra Pradesh,Tirupati,2025-06,20,32,2
Andhra Pradesh,Tirupati,2025-07,8,9,22
Andhra Pradesh,Tirupati,2025-08,15,26,5
Andhra Pradesh,Tirupati,2025-09,10,25,5
Andhra Pradesh,Tirupati,2025-10,13,17,21
Andhra Pradesh,Tirupati,2025-11,20,7,1
Andhra Pradesh,Tirupati,2025-12,24,10,0
Andhra Pradesh,Visakhapatanam,2025-01,186,28,12
Andhra Pradesh,Visakhapatnam,2025-01,137,10,2
Andhra Pradesh,Visakhapatnam,2025-02,302,26,0
Andhra Pradesh,Visakhapatnam,2025-03,166,5,0
Andhra Pradesh,Visakhapatnam,2025-04,87,6,0
Andhra Pradesh,Visakhapatnam,2025-05,296,18,0
Andhra Pradesh,Visakhapatnam,2025-06,194,18,3
Andhra Pradesh,Visakhapatnam,2025-07,106,5,0
Andhra Pradesh,Visakhapatnam,2025-08,198,13,0
Andhra Pradesh,Visakhapatnam,2025-09,187,6,0
Andhra Pradesh,Visakhapatnam,2025-10,214,18,1
Andhra Pradesh,Visakhapatnam,2025-11,174,15,1
Andhra Pradesh,Visakhapatnam,2025-12,156,22,1
Andhra Pradesh,Vizianagaram,2025-01,75,5,0
Andhra Pradesh,Vizianagaram,2025-02,148,5,0
Andhra Pradesh,Vizianagaram,2025-03,81,5,1
Andhra Pradesh,Vizianagaram,2025-04,53,3,0
Andhra Pradesh,Vizianagaram,2025-05,112,4,0
Andhra Pradesh,Vizianagaram,2025-06,112,3,0
Andhra Pradesh,Vizianagaram,2025-07,35,1,0
Andhra Pradesh,Vizianagaram,2025-08,129,4,0
Andhra Pradesh,Vizianagaram,2025-09,107,5,0
Andhra Pradesh,Vizianagaram,2025-10,109,6,0
Andhra Pradesh,Vizianagaram,2025-11,89,9,0
Andhra Pradesh,Vizianagaram,2025-12,91,1,0
Andhra Pradesh,Warangal,2025-01,30,7,0
Andhra Pradesh,Warangal,2025-02,44,11,0
Andhra Pradesh,Warangal,2025-03,32,6,0
Andhra Pradesh,Warangal,2025-04,27,5,0
Andhra Pradesh,Warangal,2025-05,18,11,0
Andhra Pradesh,Warangal,2025-06,22,5,0
Andhra Pradesh,Warangal,2025-07,12,3,0
Andhra Pradesh,Warangal,2025-08,24,1,0
Andhra Pradesh,Warangal,2025-09,35,6,0
Andhra Pradesh,Warangal,2025-10,32,7,0
Andhra Pradesh,Warangal,2025-11,28,5,0
Andhra Pradesh,Warangal,2025-12,23,13,0
Andhra Pradesh,West Godavari,2025-01,133,9,1
Andhra Pradesh,West Godavari,2025-02,226,18,0
Andhra Pradesh,West Godavari,2025-03,141,9,1
Andhra Pradesh,West Godavari,2025-04,77,10,0
Andhra Pradesh,West Godavari,2025-05,155,4,0
Andhra Pradesh,West Godavari,2025-06,148,11,0
Andhra Pradesh,West Godavari,2025-07,67,4,0
Andhra Pradesh,West Godavari,2025-08,152,14,0
Andhra Pradesh,West Godavari,2025-09,194,7,2
Andhra Pradesh,West Godavari,2025-10,147,2,0
Andhra Pradesh,West Godavari,2025-11,133,5,0
Andhra Pradesh,West Godavari,2025-12,150,5,0
Andhra Pradesh,Y. S. R,2025-01,14,5,1
Andhra Pradesh,Y. S. R,2025-02,22,3,3
Andhra Pradesh,Y. S. R,2025-03,21,0,0
Andhra Pradesh,Y. S. R,2025-04,9,0,0
Andhra Pradesh,Y. S. R,2025-05,31,2,1
Andhra Pradesh,Y. S. R,2025-06,35,0,0
Andhra Pradesh,Y. S. R,2025-07,11,0,0
Andhra Pradesh,Y. S. R,2025-08,19,3,0
Andhra Pradesh,Y. S. R,2025-09,22,2,1
Andhra Pradesh,Y. S. R,2025-10,20,0,4
Andhra Pradesh,Y. S. R,2025-11,11,6,2
Andhra Pradesh,Y. S. R,2025-12,21,3,0
Arunachal Pradesh,Anjaw,2025-01,2,0,0
Arunachal Pradesh,Anjaw,2025-03,2,2,0
Arunachal Pradesh,Anjaw,2025-05,3,0,0
Arunachal Pradesh,Anjaw,2025-06,2,0,0
Arunachal Pradesh,Anjaw,2025-08,3,0,0
Arunachal Pradesh,Anjaw,2025-11,2,0,0
Arunachal Pradesh,Anjaw,2025-12,0,1,0
Arunachal Pradesh,Changlang,2025-01,27,6,0
Arunachal Pradesh,Changlang,2025-02,35,8,0
Arunachal Pradesh,Changlang,2025-03,30,12,0
Arunachal Pradesh,Changlang,2025-04,30,13,0
Arunachal Pradesh,Changlang,2025-05,27,5,0
Arunachal Pradesh,Changlang,2025-06,26,17,0
Arunachal Pradesh,Changlang,2025-07,25,7,1
Arunachal Pradesh,Changlang,2025-08,29,16,0
Arunachal Pradesh,Changlang,2025-09,30,19,0
Arunachal Pradesh,Changlang,2025-10,7,3,1
Arunachal Pradesh,Changlang,2025-11,11,15,0
Arunachal Pradesh,Changlang,2025-12,9,5,1
Arunachal Pradesh,Dibang Valley,2025-08,2,1,0
Arunachal Pradesh,East Kameng,2025-01,3,1,0
Arunachal Pradesh,East Kameng,2025-02,2,2,0
Arunachal Pradesh,East Kameng,2025-03,2,1,0
Arunachal Pradesh,East Kameng,2025-04,10,4,0
Arunachal Pradesh,East Kameng,2025-05,3,4,0
Arunachal Pradesh,East Kameng,2025-06,3,4,1
Arunachal Pradesh,East Kameng,2025-07,3,1,0
Arunachal Pradesh,East Kameng,2025-08,3,2,0
Arunachal Pradesh,East Kameng,2025-09,5,3,0
Arunachal Pradesh,East Kameng,2025-10,0,1,0
Arunachal Pradesh,East Kameng,2025-11,1,1,0
Arunachal Pradesh,East Kameng,2025-12,1,3,0
Arunachal Pradesh,East Siang,2025-01,1,0,0
Arunachal Pradesh,East Siang,2025-02,7,3,0
Arunachal Pradesh,East Siang,2025-03,2,1,0
Arunachal Pradesh,East Siang,2025-04,1,2,0
Arunachal Pradesh,East Siang,2025-05,3,5,0
Arunachal Pradesh,East Siang,2025-06,2,3,0
Arunachal Pradesh,East Siang,2025-07,1,1,0
Arunachal Pradesh,East Siang,2025-08,3,4,0
Arunachal Pradesh,East Siang,2025-09,6,2,0
Arunachal Pradesh,East Siang,2025-10,3,0,0
Arunachal Pradesh,East Siang,2025-11,2,3,0
Arunachal Pradesh,East Siang,2025-12,1,2,0
Arunachal Pradesh,Kamle,2025-01,0,1,0
Arunachal Pradesh,Kamle,2025-02,0,4,0
Arunachal Pradesh,Kamle,2025-03,0,1,0
Arunachal Pradesh,Kamle,2025-04,2,5,0
Arunachal Pradesh,Kamle,2025-05,0,2,0
Arunachal Pradesh,Kamle,2025-08,0,2,0
Arunachal Pradesh,Kra Daadi,2025-01,1,4,0
Arunachal Pradesh,Kra Daadi,2025-02,1,2,0
Arunachal Pradesh,Kra Daadi,2025-03,1,0,0
Arunachal Pradesh,Kra Daadi,2025-04,2,1,0
Arunachal Pradesh,Kra Daadi,2025-06,0,2,0
Arunachal Pradesh,Kra Daadi,2025-08,1,2,0
Arunachal Pradesh,Kra Daadi,2025-10,0,3,0
Arunachal Pradesh,Kurung Kumey,2025-01,5,2,0
Arunachal Pradesh,Kurung Kumey,2025-02,2,1,0
Arunachal Pradesh,Kurung Kumey,2025-03,0,1,0
Arunachal Pradesh,Kurung Kumey,2025-04,0,1,0
Arunachal Pradesh,Kurung Kumey,2025-05,1,0,0
Arunachal Pradesh,Kurung Kumey,2025-06,0,4,0
Arunachal Pradesh,Kurung Kumey,2025-07,0,2,0
Arunachal Pradesh,Kurung Kumey,2025-08,1,1,0
Arunachal Pradesh,Kurung Kumey,2025-11,1,0,0
Arunachal Pradesh,Kurung Kumey,2025-12,0,3,0
Arunachal Pradesh,Leparada,2025-09,0,1,0
Arunachal Pradesh,Lohit,2025-01,2,1,0
Arunachal Pradesh,Lohit,2025-02,4,4,0
Arunachal Pradesh,Lohit,2025-03,0,2,0
Arunachal Pradesh,Lohit,2025-04,1,0,0
Arunachal Pradesh,Lohit,2025-05,2,0,0
Arunachal Pradesh,Lohit,2025-07,0,1,0
Arunachal Pradesh,Lohit,2025-08,8,7,0
Arunachal Pradesh,Lohit,2025-09,1,2,0
Arunachal Pradesh,Lohit,2025-10,1,1,0
Arunachal Pradesh,Lohit,2025-11,1,2,0
Arunachal Pradesh,Lohit,2025-12,3,3,0
Arunachal Pradesh,Longding,2025-01,52,347,33
Arunachal Pradesh,Longding,2025-02,6,10,0
Arunachal Pradesh,Longding,2025-03,4,13,0
Arunachal Pradesh,Longding,2025-04,0,10,0
Arunachal Pradesh,Longding,2025-05,0,5,0
Arunachal Pradesh,Longding,2025-06,5,19,2
Arunachal Pradesh,Longding,2025-07,0,33,0
Arunachal Pradesh,Longding,2025-08,1,26,0
Arunachal Pradesh,Longding,2025-09,7,15,0
Arunachal Pradesh,Longding,2025-10,1,22,0
Arunachal Pradesh,Longding,2025-11,3,14,0
Arunachal Pradesh,Longding,2025-12,2,18,2
Arunachal Pradesh,Lower Dibang Valley,2025-01,0,1,0
Arunachal Pradesh,Lower Dibang Valley,2025-03,1,2,0
Arunachal Pradesh,Lower Dibang Valley,2025-04,0,1,0
Arunachal Pradesh,Lower Dibang Valley,2025-06,0,1,0
Arunachal Pradesh,Lower Dibang Valley,2025-07,0,1,0
Arunachal Pradesh,Lower Dibang Valley,2025-08,3,4,0
Arunachal Pradesh,Lower Dibang Valley,2025-09,2,1,0
Arunachal Pradesh,Lower Dibang Valley,2025-10,2,4,0
Arunachal Pradesh,Lower Dibang Valley,2025-11,2,1,0
Arunachal Pradesh,Lower Dibang Valley,2025-12,2,3,0
Arunachal Pradesh,Lower Siang,2025-01,1,0,0
Arunachal Pradesh,Lower Siang,2025-03,0,2,0
Arunachal Pradesh,Lower Siang,2025-04,0,3,0
Arunachal Pradesh,Lower Siang,2025-05,2,0,0
Arunachal Pradesh,Lower Siang,2025-06,2,1,0
Arunachal Pradesh,Lower Siang,2025-08,1,1,0
Arunachal Pradesh,Lower Siang,2025-09,1,1,0
Arunachal Pradesh,Lower Siang,2025-10,1,1,0
Arunachal Pradesh,Lower Subansiri,2025-01,1,5,0
Arunachal Pradesh,Lower Subansiri,2025-02,3,1,0
Arunachal Pradesh,Lower Subansiri,2025-03,6,1,0
Arunachal Pradesh,Lower Subansiri,2025-04,2,2,0
Arunachal Pradesh,Lower Subansiri,2025-05,1,2,0
Arunachal Pradesh,Lower Subansiri,2025-06,1,0,0
Arunachal Pradesh,Lower Subansiri,2025-07,1,4,0
Arunachal Pradesh,Lower Subansiri,2025-08,3,0,0
Arunachal Pradesh,Lower Subansiri,2025-09,3,1,0
Arunachal Pradesh,Lower Subansiri,2025-10,0,2,0
Arunachal Pradesh,Lower Subansiri,2025-11,2,3,0
Arunachal Pradesh,Lower Subansiri,2025-12,1,1,0
Arunachal Pradesh,Namsai,2025-01,1,1,0
Arunachal Pradesh,Namsai,2025-02,5,0,0
Arunachal Pradesh,Namsai,2025-03,4,4,0
Arunachal Pradesh,Namsai,2025-04,0,1,0
Arunachal Pradesh,Namsai,2025-05,3,1,0
Arunachal Pradesh,Namsai,2025-06,2,1,0
Arunachal Pradesh,Namsai,2025-07,1,1,0
Arunachal Pradesh,Namsai,2025-08,3,7,0
Arunachal Pradesh,Namsai,2025-09,3,3,0
Arunachal Pradesh,Namsai,2025-10,0,2,0
Arunachal Pradesh,Namsai,2025-11,1,0,0
Arunachal Pradesh,Namsai,2025-12,4,1,0
Arunachal Pradesh,Papum Pare,2025-01,8,4,0
Arunachal Pradesh,Papum Pare,2025-02,23,8,0
Arunachal Pradesh,Papum Pare,2025-03,3,7,0
Arunachal Pradesh,Papum Pare,2025-04,2,2,0
Arunachal Pradesh,Papum Pare,2025-05,2,14,0
Arunachal Pradesh,Papum Pare,2025-06,2,9,0
Arunachal Pradesh,Papum Pare,2025-07,1,2,0
Arunachal Pradesh,Papum Pare,2025-08,7,6,0
Arunachal Pradesh,Papum Pare,2025-09,4,6,0
Arunachal Pradesh,Papum Pare,2025-10,9,6,0
Arunachal Pradesh,Papum Pare,2025-11,8,5,0
Arunachal Pradesh,Papum Pare,2025-12,7,9,0
Arunachal Pradesh,Shi-Yomi,2025-03,3,0,0
Arunachal Pradesh,Shi-Yomi,2025-06,0,8,0
Arunachal Pradesh,Shi-Yomi,2025-08,1,2,0
Arunachal Pradesh,Shi-Yomi,2025-10,1,0,0
Arunachal Pradesh,Shi-Yomi,2025-11,1,0,0
Arunachal Pradesh,Siang,2025-01,0,1,0
Arunachal Pradesh,Siang,2025-02,1,0,0
Arunachal Pradesh,Siang,2025-03,2,2,0
Arunachal Pradesh,Siang,2025-04,1,1,0
Arunachal Pradesh,Siang,2025-07,0,1,0
Arunachal Pradesh,Siang,2025-08,2,2,0
Arunachal Pradesh,Siang,2025-10,0,1,0
Arunachal Pradesh,Siang,2025-11,3,2,0
Arunachal Pradesh,Siang,2025-12,1,2,0
Arunachal Pradesh,Tawang,2025-01,3,1,0
Arunachal Pradesh,Tawang,2025-02,3,0,0
Arunachal Pradesh,Tawang,2025-03,3,1,0
Arunachal Pradesh,Tawang,2025-05,7,3,0
Arunachal Pradesh,Tawang,2025-06,1,0,0
Arunachal Pradesh,Tawang,2025-08,2,0,0
Arunachal Pradesh,Tawang,2025-09,3,0,0
Arunachal Pradesh,Tawang,2025-10,1,1,0
Arunachal Pradesh,Tawang,2025-11,7,3,0
Arunachal Pradesh,Tawang,2025-12,0,1,0
Arunachal Pradesh,Tirap,2025-01,0,1,0
Arunachal Pradesh,Tirap,2025-02,0,1,0
Arunachal Pradesh,Tirap,2025-03,3,0,0
Arunachal Pradesh,Tirap,2025-04,1,0,0
Arunachal Pradesh,Tirap,2025-05,2,0,0
Arunachal Pradesh,Tirap,2025-06,3,2,0
Arunachal Pradesh,Tirap,2025-07,4,1,0
Arunachal Pradesh,Tirap,2025-08,0,2,0
Arunachal Pradesh,Tirap,2025-09,3,4,0
Arunachal Pradesh,Tirap,2025-10,1,2,0
Arunachal Pradesh,Tirap,2025-11,2,0,0
Arunachal Pradesh,Tirap,2025-12,1,2,0
Arunachal Pradesh,Upper Siang,2025-01,0,1,0
Arunachal Pradesh,Upper Siang,2025-02,2,2,0
Arunachal Pradesh,Upper Siang,2025-03,0,2,0
Arunachal Pradesh,Upper Siang,2025-06,0,1,0
Arunachal Pradesh,Upper Siang,2025-08,1,0,0
Arunachal Pradesh,Upper Siang,2025-09,1,0,0
Arunachal Pradesh,Upper Siang,2025-10,5,1,0
Arunachal Pradesh,Upper Siang,2025-12,0,1,0
Arunachal Pradesh,Upper Subansiri,2025-01,6,2,0
Arunachal Pradesh,Upper Subansiri,2025-02,1,1,0
Arunachal Pradesh,Upper Subansiri,2025-03,0,2,2
Arunachal Pradesh,Upper Subansiri,2025-05,2,1,0
Arunachal Pradesh,Upper Subansiri,2025-07,1,2,0
Arunachal Pradesh,Upper Subansiri,2025-08,3,1,0
Arunachal Pradesh,Upper Subansiri,2025-09,2,1,0
Arunachal Pradesh,Upper Subansiri,2025-10,5,1,0
Arunachal Pradesh,Upper Subansiri,2025-11,4,5,0
Arunachal Pradesh,Upper Subansiri,2025-12,1,3,0
Arunachal Pradesh,West Kameng,2025-01,47,33,10
Arunachal Pradesh,West Kameng,2025-02,5,3,0
Arunachal Pradesh,West Kameng,2025-03,5,3,0
Arunachal Pradesh,West Kameng,2025-04,2,4,0
Arunachal Pradesh,West Kameng,2025-05,6,2,0
Arunachal Pradesh,West Kameng,2025-06,3,0,0
Arunachal Pradesh,West Kameng,2025-07,5,4,0
Arunachal Pradesh,West Kameng,2025-08,3,1,0
Arunachal Pradesh,West Kameng,2025-09,2,4,0
Arunachal Pradesh,West Kameng,2025-10,1,1,1
Arunachal Pradesh,West Kameng,2025-11,1,0,1
Arunachal Pradesh,West Kameng,2025-12,3,6,0
Arunachal Pradesh,West Siang,2025-01,9,4,0
Arunachal Pradesh,West Siang,2025-02,4,4,0
Arunachal Pradesh,West Siang,2025-03,3,1,0
Arunachal Pradesh,West Siang,2025-04,2,3,0
Arunachal Pradesh,West Siang,2025-05,12,9,0
Arunachal Pradesh,West Siang,2025-06,1,3,0
Arunachal Pradesh,West Siang,2025-07,0,1,0
Arunachal Pradesh,West Siang,2025-08,1,3,0
Arunachal Pradesh,West Siang,2025-09,3,4,0
Arunachal Pradesh,West Siang,2025-10,3,0,0
Arunachal Pradesh,West Siang,2025-11,2,1,0
Arunachal Pradesh,West Siang,2025-12,6,3,0
Assam,Bajali,2025-01,2,1,0
Assam,Bajali,2025-02,1,0,0
Assam,Bajali,2025-05,1,0,0
Assam,Bajali,2025-06,0,0,2
Assam,Bajali,2025-08,1,0,0
Assam,Bajali,2025-10,1,0,0
Assam,Bajali,2025-12,1,2,0
Assam,Baksa,2025-01,613,604,258
Assam,Baksa,2025-02,82,29,0
Assam,Baksa,2025-03,37,29,4
Assam,Baksa,2025-04,37,12,0
Assam,Baksa,2025-05,65,14,0
Assam,Baksa,2025-06,28,18,0
Assam,Baksa,2025-07,23,13,5
Assam,Baksa,2025-08,52,13,0
Assam,Baksa,2025-09,52,13,0
Assam,Baksa,2025-10,38,10,2
Assam,Baksa,2025-11,26,12,6
Assam,Baksa,2025-12,31,20,0
Assam,Barpeta,2025-01,4453,1477,323
Assam,Barpeta,2025-02,320,81,19
Assam,Barpeta,2025-03,173,49,2
Assam,Barpeta,2025-04,171,50,0
Assam,Barpeta,2025-05,330,85,0
Assam,Barpeta,2025-06,265,72,28
Assam,Barpeta,2025-07,60,18,75
Assam,Barpeta,2025-08,255,74,1
Assam,Barpeta,2025-09,213,55,0
Assam,Barpeta,2025-10,178,57,1
Assam,Barpeta,2025-11,167,63,24
Assam,Barpeta,2025-12,154,61,5
Assam,Biswanath,2025-01,128,130,32
Assam,Biswanath,2025-02,22,16,1
Assam,Biswanath,2025-03,10,6,1
Assam,Biswanath,2025-04,18,4,1
Assam,Biswanath,2025-05,34,14,0
Assam,Biswanath,2025-06,21,20,0
Assam,Biswanath,2025-07,7,6,0
Assam,Biswanath,2025-08,23,15,1
Assam,Biswanath,2025-09,27,14,0
Assam,Biswanath,2025-10,21,10,0
Assam,Biswanath,2025-11,18,4,0
Assam,Biswanath,2025-12,27,22,0
Assam,Bongaigaon,2025-01,657,203,107
Assam,Bongaigaon,2025-02,94,17,0
Assam,Bongaigaon,2025-03,25,14,1
Assam,Bongaigaon,2025-04,30,5,0
Assam,Bongaigaon,2025-05,69,17,1
Assam,Bongaigaon,2025-06,58,10,4
Assam,Bongaigaon,2025-07,21,6,0
Assam,Bongaigaon,2025-08,56,12,1
Assam,Bongaigaon,2025-09,42,7,0
Assam,Bongaigaon,2025-10,60,15,0
Assam,Bongaigaon,2025-11,62,19,0
Assam,Bongaigaon,2025-12,43,15,2
Assam,Cachar,2025-01,6039,2448,1037
Assam,Cachar,2025-02,315,103,18
Assam,Cachar,2025-03,206,66,9
Assam,Cachar,2025-04,111,47,0
Assam,Cachar,2025-05,179,79,0
Assam,Cachar,2025-06,178,55,15
Assam,Cachar,2025-07,59,22,0
Assam,Cachar,2025-08,205,87,3
Assam,Cachar,2025-09,178,90,0
Assam,Cachar,2025-10,189,73,3
Assam,Cachar,2025-11,168,45,1
Assam,Cachar,2025-12,136,56,5
Assam,Charaideo,2025-01,135,77,174
Assam,Charaideo,2025-02,21,11,0
Assam,Charaideo,2025-03,16,14,0
Assam,Charaideo,2025-04,11,5,0
Assam,Charaideo,2025-05,17,12,0
Assam,Charaideo,2025-06,14,6,0
Assam,Charaideo,2025-07,16,6,0
Assam,Charaideo,2025-08,22,5,0
Assam,Charaideo,2025-09,14,8,0
Assam,Charaideo,2025-10,20,8,0
Assam,Charaideo,2025-11,16,9,0
Assam,Charaideo,2025-12,8,3,0
Assam,Chirang,2025-01,1103,575,231
Assam,Chirang,2025-02,31,24,0
Assam,Chirang,2025-03,30,11,0
Assam,Chirang,2025-04,20,14,0
Assam,Chirang,2025-05,44,17,0
Assam,Chirang,2025-06,28,14,0
Assam,Chirang,2025-07,14,2,0
Assam,Chirang,2025-08,19,15,0
Assam,Chirang,2025-09,29,14,0
Assam,Chirang,2025-10,28,22,1
Assam,Chirang,2025-11,31,18,0
Assam,Chirang,2025-12,29,13,0
Assam,Darrang,2025-01,1083,518,607
Assam,Darrang,2025-02,158,63,2
Assam,Darrang,2025-03,79,32,18
Assam,Darrang,2025-04,52,25,0
Assam,Darrang,2025-05,113,26,7
Assam,Darrang,2025-06,116,42,6
Assam,Darrang,2025-07,24,14,22
Assam,Darrang,2025-08,119,49,4
Assam,Darrang,2025-09,88,35,4
Assam,Darrang,2025-10,118,48,7
Assam,Darrang,2025-11,66,43,0
Assam,Darrang,2025-12,80,45,216
Assam,Dhemaji,2025-01,2278,1083,605
Assam,Dhemaji,2025-02,59,34,8
Assam,Dhemaji,2025-03,36,13,7
Assam,Dhemaji,2025-04,38,15,3
Assam,Dhemaji,2025-05,65,22,5
Assam,Dhemaji,2025-06,82,23,32
Assam,Dhemaji,2025-07,20,11,23
Assam,Dhemaji,2025-08,36,31,4
Assam,Dhemaji,2025-09,34,23,4
Assam,Dhemaji,2025-10,49,20,66
Assam,Dhemaji,2025-11,52,23,29
Assam,Dhemaji,2025-12,66,21,61
Assam,Dhubri,2025-01,2311,1259,131
Assam,Dhubri,2025-02,287,84,0
Assam,Dhubri,2025-03,170,58,0
Assam,Dhubri,2025-04,142,41,0
Assam,Dhubri,2025-05,310,109,1
Assam,Dhubri,2025-06,220,80,1
Assam,Dhubri,2025-07,57,17,0
Assam,Dhubri,2025-08,223,86,2
Assam,Dhubri,2025-09,237,83,0
Assam,Dhubri,2025-10,217,74,0
Assam,Dhubri,2025-11,144,65,3
Assam,Dhubri,2025-12,134,77,2
Assam,Dibrugarh,2025-01,2249,880,1017
Assam,Dibrugarh,2025-02,102,49,10
Assam,Dibrugarh,2025-03,52,26,21
Assam,Dibrugarh,2025-04,51,22,5
Assam,Dibrugarh,2025-05,46,35,14
Assam,Dibrugarh,2025-06,49,19,71
Assam,Dibrugarh,2025-07,10,10,11
Assam,Dibrugarh,2025-08,77,30,4
Assam,Dibrugarh,2025-09,64,31,2
Assam,Dibrugarh,2025-10,56,34,4
Assam,Dibrugarh,2025-11,62,22,14
Assam,Dibrugarh,2025-12,68,16,21
Assam,Dima Hasao,2025-01,116,79,24
Assam,Dima Hasao,2025-02,0,1,0
Assam,Dima Hasao,2025-03,0,1,0
Assam,Dima Hasao,2025-05,0,1,0
Assam,Dima Hasao,2025-06,0,2,0
Assam,Dima Hasao,2025-08,0,2,0
Assam,Dima Hasao,2025-12,0,1,0
Assam,Goalpara,2025-01,3280,1232,612
Assam,Goalpara,2025-02,172,63,4
Assam,Goalpara,2025-03,67,17,4
Assam,Goalpara,2025-04,130,24,5
Assam,Goalpara,2025-05,170,44,6
Assam,Goalpara,2025-06,143,34,20
Assam,Goalpara,2025-07,41,12,0
Assam,Goalpara,2025-08,172,46,3
Assam,Goalpara,2025-09,148,28,2
Assam,Goalpara,2025-10,147,30,1
Assam,Goalpara,2025-11,103,40,3
Assam,Goalpara,2025-12,49,22,1
Assam,Golaghat,2025-01,3681,2878,1439
Assam,Golaghat,2025-02,162,75,3
Assam,Golaghat,2025-03,124,42,41
Assam,Golaghat,2025-04,80,24,0
Assam,Golaghat,2025-05,110,57,2
Assam,Golaghat,2025-06,64,54,26
Assam,Golaghat,2025-07,15,17,13
Assam,Golaghat,2025-08,62,49,8
Assam,Golaghat,2025-09,37,40,6
Assam,Golaghat,2025-10,52,31,12
Assam,Golaghat,2025-11,53,42,10
Assam,Golaghat,2025-12,65,33,30
Assam,Hailakandi,2025-01,1043,467,124
Assam,Hailakandi,2025-02,200,61,0
Assam,Hailakandi,2025-03,76,18,1
Assam,Hailakandi,2025-04,70,38,0
Assam,Hailakandi,2025-05,122,33,0
Assam,Hailakandi,2025-06,111,31,7
Assam,Hailakandi,2025-07,30,8,24
Assam,Hailakandi,2025-08,124,48,0
Assam,Hailakandi,2025-09,94,25,1
Assam,Hailakandi,2025-10,78,38,0
Assam,Hailakandi,2025-11,91,36,0
Assam,Hailakandi,2025-12,34,16,0
Assam,Hojai,2025-01,2851,700,134
Assam,Hojai,2025-02,103,38,0
Assam,Hojai,2025-03,106,26,0
Assam,Hojai,2025-04,53,8,0
Assam,Hojai,2025-05,127,31,0
Assam,Hojai,2025-06,71,33,0
Assam,Hojai,2025-07,30,14,0
Assam,Hojai,2025-08,100,33,0
Assam,Hojai,2025-09,58,37,0
Assam,Hojai,2025-10,79,32,0
Assam,Hojai,2025-11,73,18,0
Assam,Hojai,2025-12,43,20,0
Assam,Jorhat,2025-01,929,535,602
Assam,Jorhat,2025-02,134,30,1
Assam,Jorhat,2025-03,50,10,9
Assam,Jorhat,2025-04,33,17,0
Assam,Jorhat,2025-05,55,8,0
Assam,Jorhat,2025-06,45,17,16
Assam,Jorhat,2025-07,24,7,2
Assam,Jorhat,2025-08,89,27,0
Assam,Jorhat,2025-09,40,10,0
Assam,Jorhat,2025-10,61,21,0
Assam,Jorhat,2025-11,64,35,0
Assam,Jorhat,2025-12,51,21,21
Assam,Kamrup,2025-01,4675,1829,721
Assam,Kamrup,2025-02,265,71,0
Assam,Kamrup,2025-03,110,56,6
Assam,Kamrup,2025-04,110,39,2
Assam,Kamrup,2025-05,143,60,1
Assam,Kamrup,2025-06,151,53,1
Assam,Kamrup,2025-07,65,25,0
Assam,Kamrup,2025-08,209,56,1
Assam,Kamrup,2025-09,178,39,0
Assam,Kamrup,2025-10,154,46,0
Assam,Kamrup,2025-11,116,50,5
Assam,Kamrup,2025-12,130,51,0
Assam,Kamrup Metro,2025-01,717,701,434
Assam,Kamrup Metro,2025-02,114,92,3
Assam,Kamrup Metro,2025-03,81,53,9
Assam,Kamrup Metro,2025-04,28,20,0
Assam,Kamrup Metro,2025-05,83,49,0
Assam,Kamrup Metro,2025-06,74,78,3
Assam,Kamrup Metro,2025-07,35,37,4
Assam,Kamrup Metro,2025-08,52,57,46
Assam,Kamrup Metro,2025-09,45,42,0
Assam,Kamrup Metro,2025-10,54,47,58
Assam,Kamrup Metro,2025-11,49,48,10
Assam,Kamrup Metro,2025-12,36,44,59
Assam,Karbi Anglong,2025-01,1041,2618,517
Assam,Karbi Anglong,2025-02,132,77,16
Assam,Karbi Anglong,2025-03,82,49,29
Assam,Karbi Anglong,2025-04,28,17,11
Assam,Karbi Anglong,2025-05,119,61,15
Assam,Karbi Anglong,2025-06,68,48,30
